symbol,open,close,date
GFL,17.5,16.8,"2020-03-03, 06-00-00"
GFL,17.34,17.75,"2020-03-04, 06-00-00"
GFL,17.7,17.45,"2020-03-05, 06-00-00"
GFL,17.14,17.01,"2020-03-06, 06-00-00"
GFL,15.87,16.2,"2020-03-09, 05-00-00"
GFL,16.65,16.65,"2020-03-10, 05-00-00"
GFL,16.45,16.52,"2020-03-11, 05-00-00"
GFL,15.65,16.2,"2020-03-12, 05-00-00"
GFL,16.65,16.7,"2020-03-13, 05-00-00"
GFL,16.4,14.65,"2020-03-16, 05-00-00"
GFL,14.7,15.46,"2020-03-17, 05-00-00"
GFL,15.1,14.5,"2020-03-18, 05-00-00"
GFL,14.42,15.32,"2020-03-19, 05-00-00"
GFL,15.4,15.69,"2020-03-20, 05-00-00"
GFL,15.56,14.67,"2020-03-23, 05-00-00"
GFL,14.71,14.71,"2020-03-24, 05-00-00"
GFL,14.75,14.09,"2020-03-25, 05-00-00"
GFL,14.11,15.16,"2020-03-26, 05-00-00"
GFL,15.0,14.96,"2020-03-27, 05-00-00"
GFL,14.96,14.87,"2020-03-30, 05-00-00"
GFL,14.71,15.05,"2020-03-31, 05-00-00"
GFL,14.69,13.74,"2020-04-01, 05-00-00"
GFL,13.75,13.14,"2020-04-02, 05-00-00"
GFL,13.23,12.65,"2020-04-03, 05-00-00"
GFL,12.77,12.53,"2020-04-06, 05-00-00"
GFL,12.85,13.26,"2020-04-07, 05-00-00"
GFL,13.32,13.72,"2020-04-08, 05-00-00"
GFL,13.74,15.37,"2020-04-09, 05-00-00"
GFL,15.19,15.13,"2020-04-13, 05-00-00"
GFL,15.41,15.4,"2020-04-14, 05-00-00"
GFL,15.34,14.86,"2020-04-15, 05-00-00"
GFL,14.76,15.02,"2020-04-16, 05-00-00"
GFL,15.38,15.08,"2020-04-17, 05-00-00"
GFL,15.03,15.39,"2020-04-20, 05-00-00"
GFL,15.14,15.21,"2020-04-21, 05-00-00"
GFL,15.36,15.37,"2020-04-22, 05-00-00"
GFL,15.35,15.46,"2020-04-23, 05-00-00"
GFL,15.52,15.18,"2020-04-24, 05-00-00"
GFL,15.4,15.27,"2020-04-27, 05-00-00"
GFL,15.5,15.39,"2020-04-28, 05-00-00"
GFL,15.48,16.69,"2020-04-29, 05-00-00"
