symbol,open,close,date
KW,22.74,22.68,"2019-11-18, 06-00-00"
KW,22.81,22.74,"2019-11-19, 06-00-00"
KW,22.76,22.77,"2019-11-20, 06-00-00"
KW,22.75,22.32,"2019-11-21, 06-00-00"
KW,22.37,22.35,"2019-11-22, 06-00-00"
KW,22.38,22.48,"2019-11-25, 06-00-00"
KW,22.54,22.54,"2019-11-26, 06-00-00"
KW,22.65,22.64,"2019-11-27, 06-00-00"
KW,22.6,22.61,"2019-11-29, 06-00-00"
KW,22.64,22.17,"2019-12-02, 06-00-00"
KW,21.98,22.17,"2019-12-03, 06-00-00"
KW,22.19,22.14,"2019-12-04, 06-00-00"
KW,22.15,22.45,"2019-12-05, 06-00-00"
KW,22.64,22.54,"2019-12-06, 06-00-00"
KW,22.51,22.55,"2019-12-09, 06-00-00"
KW,22.39,22.67,"2019-12-10, 06-00-00"
KW,22.71,22.5,"2019-12-11, 06-00-00"
KW,22.49,22.11,"2019-12-12, 06-00-00"
KW,22.0,22.14,"2019-12-13, 06-00-00"
KW,22.33,22.44,"2019-12-16, 06-00-00"
KW,22.44,22.18,"2019-12-17, 06-00-00"
KW,22.21,22.34,"2019-12-18, 06-00-00"
KW,22.38,22.29,"2019-12-19, 06-00-00"
KW,22.47,22.6,"2019-12-20, 06-00-00"
KW,22.71,22.48,"2019-12-23, 06-00-00"
KW,22.48,22.52,"2019-12-24, 06-00-00"
KW,22.34,22.3,"2019-12-26, 06-00-00"
KW,22.33,22.23,"2019-12-27, 06-00-00"
KW,22.27,22.4,"2019-12-30, 06-00-00"
KW,22.31,22.3,"2019-12-31, 06-00-00"
KW,22.41,22.48,"2020-01-02, 06-00-00"
KW,22.27,22.57,"2020-01-03, 06-00-00"
KW,22.34,22.49,"2020-01-06, 06-00-00"
KW,22.33,22.41,"2020-01-07, 06-00-00"
KW,22.45,22.47,"2020-01-08, 06-00-00"
KW,22.51,22.48,"2020-01-09, 06-00-00"
KW,22.43,22.2,"2020-01-10, 06-00-00"
KW,22.14,22.36,"2020-01-13, 06-00-00"
KW,22.37,22.4,"2020-01-14, 06-00-00"
KW,22.36,22.59,"2020-01-15, 06-00-00"
KW,22.72,22.65,"2020-01-16, 06-00-00"
KW,22.77,22.78,"2020-01-17, 06-00-00"
KW,22.7,22.64,"2020-01-21, 06-00-00"
KW,22.68,22.45,"2020-01-22, 06-00-00"
KW,22.36,22.45,"2020-01-23, 06-00-00"
KW,22.42,22.18,"2020-01-24, 06-00-00"
KW,21.86,21.88,"2020-01-27, 06-00-00"
KW,21.92,21.95,"2020-01-28, 06-00-00"
KW,21.94,21.77,"2020-01-29, 06-00-00"
KW,21.62,21.74,"2020-01-30, 06-00-00"
KW,21.65,21.56,"2020-01-31, 06-00-00"
KW,21.6,21.73,"2020-02-03, 06-00-00"
KW,21.91,22.12,"2020-02-04, 06-00-00"
KW,22.23,22.36,"2020-02-05, 06-00-00"
KW,22.41,22.42,"2020-02-06, 06-00-00"
KW,22.37,22.26,"2020-02-07, 06-00-00"
KW,22.26,22.22,"2020-02-10, 06-00-00"
KW,22.37,22.13,"2020-02-11, 06-00-00"
KW,22.25,22.35,"2020-02-12, 06-00-00"
KW,22.3,22.39,"2020-02-13, 06-00-00"
KW,22.41,22.37,"2020-02-14, 06-00-00"
KW,22.33,22.25,"2020-02-18, 06-00-00"
KW,22.31,22.05,"2020-02-19, 06-00-00"
KW,22.0,22.07,"2020-02-20, 06-00-00"
KW,22.02,22.11,"2020-02-21, 06-00-00"
KW,21.63,21.72,"2020-02-24, 06-00-00"
KW,21.67,21.23,"2020-02-25, 06-00-00"
KW,21.27,20.8,"2020-02-26, 06-00-00"
KW,20.67,20.63,"2020-02-27, 06-00-00"
KW,20.19,20.21,"2020-02-28, 06-00-00"
KW,20.29,20.82,"2020-03-02, 06-00-00"
KW,20.8,20.72,"2020-03-03, 06-00-00"
KW,20.96,20.97,"2020-03-04, 06-00-00"
KW,20.64,20.35,"2020-03-05, 06-00-00"
KW,19.82,20.3,"2020-03-06, 06-00-00"
KW,19.44,18.46,"2020-03-09, 05-00-00"
KW,18.72,18.47,"2020-03-10, 05-00-00"
KW,18.12,17.03,"2020-03-11, 05-00-00"
KW,16.02,14.87,"2020-03-12, 05-00-00"
KW,15.51,17.01,"2020-03-13, 05-00-00"
KW,15.25,14.14,"2020-03-16, 05-00-00"
KW,14.35,15.57,"2020-03-17, 05-00-00"
KW,14.98,14.18,"2020-03-18, 05-00-00"
KW,14.14,14.47,"2020-03-19, 05-00-00"
KW,14.5,12.44,"2020-03-20, 05-00-00"
KW,12.51,11.41,"2020-03-23, 05-00-00"
KW,11.91,11.84,"2020-03-24, 05-00-00"
KW,11.84,13.18,"2020-03-25, 05-00-00"
KW,13.5,14.65,"2020-03-26, 05-00-00"
KW,14.06,13.6,"2020-03-27, 05-00-00"
KW,13.42,13.55,"2020-03-30, 05-00-00"
KW,13.5,13.42,"2020-03-31, 05-00-00"
KW,12.65,12.64,"2020-04-01, 05-00-00"
KW,12.38,12.71,"2020-04-02, 05-00-00"
KW,12.66,12.57,"2020-04-03, 05-00-00"
KW,13.19,12.65,"2020-04-06, 05-00-00"
KW,13.0,13.27,"2020-04-07, 05-00-00"
KW,13.45,14.4,"2020-04-08, 05-00-00"
KW,14.73,14.75,"2020-04-09, 05-00-00"
KW,14.6,14.53,"2020-04-13, 05-00-00"
KW,15.0,14.59,"2020-04-14, 05-00-00"
KW,14.03,13.93,"2020-04-15, 05-00-00"
KW,13.93,13.79,"2020-04-16, 05-00-00"
KW,14.18,14.06,"2020-04-17, 05-00-00"
KW,13.61,13.26,"2020-04-20, 05-00-00"
KW,13.01,13.0,"2020-04-21, 05-00-00"
KW,13.31,13.01,"2020-04-22, 05-00-00"
KW,13.03,13.02,"2020-04-23, 05-00-00"
KW,12.96,12.81,"2020-04-24, 05-00-00"
KW,12.99,13.72,"2020-04-27, 05-00-00"
KW,14.27,14.17,"2020-04-28, 05-00-00"
KW,14.79,14.89,"2020-04-29, 05-00-00"
KW,14.38,14.15,"2020-04-30, 05-00-00"
KW,13.62,13.67,"2020-05-01, 05-00-00"
KW,13.27,13.46,"2020-05-04, 05-00-00"
KW,13.65,13.42,"2020-05-05, 05-00-00"
KW,13.46,13.12,"2020-05-06, 05-00-00"
KW,13.28,14.16,"2020-05-07, 05-00-00"
KW,14.38,14.6,"2020-05-08, 05-00-00"
KW,14.3,13.84,"2020-05-11, 05-00-00"
KW,13.9,13.09,"2020-05-12, 05-00-00"
KW,13.0,12.57,"2020-05-13, 05-00-00"
KW,12.29,12.96,"2020-05-14, 05-00-00"
KW,12.89,12.8,"2020-05-15, 05-00-00"
KW,13.48,13.68,"2020-05-18, 05-00-00"
KW,13.49,13.2,"2020-05-19, 05-00-00"
KW,13.45,13.28,"2020-05-20, 05-00-00"
KW,13.37,13.66,"2020-05-21, 05-00-00"
KW,13.79,13.47,"2020-05-22, 05-00-00"
KW,14.11,14.12,"2020-05-26, 05-00-00"
KW,14.56,14.9,"2020-05-27, 05-00-00"
KW,15.11,14.59,"2020-05-28, 05-00-00"
KW,14.25,14.02,"2020-05-29, 05-00-00"
KW,14.09,14.38,"2020-06-01, 05-00-00"
KW,14.57,14.81,"2020-06-02, 05-00-00"
KW,15.15,15.63,"2020-06-03, 05-00-00"
KW,15.48,15.86,"2020-06-04, 05-00-00"
KW,16.43,16.82,"2020-06-05, 05-00-00"
KW,17.23,18.03,"2020-06-08, 05-00-00"
KW,17.57,17.37,"2020-06-09, 05-00-00"
KW,17.13,16.56,"2020-06-10, 05-00-00"
KW,15.66,15.54,"2020-06-11, 05-00-00"
KW,16.26,16.04,"2020-06-12, 05-00-00"
KW,15.31,16.1,"2020-06-15, 05-00-00"
KW,16.91,16.81,"2020-06-16, 05-00-00"
KW,16.93,16.11,"2020-06-17, 05-00-00"
KW,15.71,15.94,"2020-06-18, 05-00-00"
KW,15.9,15.82,"2020-06-19, 05-00-00"
KW,15.75,15.93,"2020-06-22, 05-00-00"
KW,16.18,15.73,"2020-06-23, 05-00-00"
KW,15.35,15.15,"2020-06-24, 05-00-00"
KW,14.98,15.27,"2020-06-25, 05-00-00"
KW,15.16,14.63,"2020-06-26, 05-00-00"
KW,14.73,14.97,"2020-06-29, 05-00-00"
KW,14.81,15.22,"2020-06-30, 05-00-00"
KW,15.21,15.37,"2020-07-01, 05-00-00"
KW,15.79,15.41,"2020-07-02, 05-00-00"
KW,15.92,15.66,"2020-07-06, 05-00-00"
KW,15.4,15.01,"2020-07-07, 05-00-00"
KW,14.94,14.92,"2020-07-08, 05-00-00"
KW,14.84,14.55,"2020-07-09, 05-00-00"
KW,14.6,14.93,"2020-07-10, 05-00-00"
KW,15.14,14.9,"2020-07-13, 05-00-00"
KW,14.92,14.99,"2020-07-14, 05-00-00"
KW,15.44,15.57,"2020-07-15, 05-00-00"
KW,15.47,15.5,"2020-07-16, 05-00-00"
KW,15.49,15.44,"2020-07-17, 05-00-00"
KW,15.29,15.25,"2020-07-20, 05-00-00"
KW,15.54,15.59,"2020-07-21, 05-00-00"
KW,15.52,15.83,"2020-07-22, 05-00-00"
KW,15.69,15.58,"2020-07-23, 05-00-00"
KW,15.6,15.05,"2020-07-24, 05-00-00"
KW,15.0,15.16,"2020-07-27, 05-00-00"
