symbol,open,close,date
UHT,117.65,118.62,"2019-11-18, 06-00-00"
UHT,118.93,118.91,"2019-11-19, 06-00-00"
UHT,118.59,118.38,"2019-11-20, 06-00-00"
UHT,118.12,114.58,"2019-11-21, 06-00-00"
UHT,114.71,113.06,"2019-11-22, 06-00-00"
UHT,113.06,115.48,"2019-11-25, 06-00-00"
UHT,115.41,119.58,"2019-11-26, 06-00-00"
UHT,119.58,119.93,"2019-11-27, 06-00-00"
UHT,119.62,119.2,"2019-11-29, 06-00-00"
UHT,119.17,117.32,"2019-12-02, 06-00-00"
UHT,116.64,119.95,"2019-12-03, 06-00-00"
UHT,120.2,119.07,"2019-12-04, 06-00-00"
UHT,119.36,121.67,"2019-12-05, 06-00-00"
UHT,122.16,121.97,"2019-12-06, 06-00-00"
UHT,121.96,121.86,"2019-12-09, 06-00-00"
UHT,121.8,121.11,"2019-12-10, 06-00-00"
UHT,120.67,118.61,"2019-12-11, 06-00-00"
UHT,118.54,116.32,"2019-12-12, 06-00-00"
UHT,115.75,115.19,"2019-12-13, 06-00-00"
UHT,115.55,115.87,"2019-12-16, 06-00-00"
UHT,115.52,113.83,"2019-12-17, 06-00-00"
UHT,113.48,116.5,"2019-12-18, 06-00-00"
UHT,115.92,115.45,"2019-12-19, 06-00-00"
UHT,115.64,117.75,"2019-12-20, 06-00-00"
UHT,117.88,114.75,"2019-12-23, 06-00-00"
UHT,114.73,114.45,"2019-12-24, 06-00-00"
UHT,114.72,114.58,"2019-12-26, 06-00-00"
UHT,114.64,115.26,"2019-12-27, 06-00-00"
UHT,115.16,115.44,"2019-12-30, 06-00-00"
UHT,115.15,117.36,"2019-12-31, 06-00-00"
UHT,117.99,114.53,"2020-01-02, 06-00-00"
UHT,113.62,115.72,"2020-01-03, 06-00-00"
UHT,115.19,114.99,"2020-01-06, 06-00-00"
UHT,114.81,113.85,"2020-01-07, 06-00-00"
UHT,114.12,114.84,"2020-01-08, 06-00-00"
UHT,115.05,114.78,"2020-01-09, 06-00-00"
UHT,114.83,114.51,"2020-01-10, 06-00-00"
UHT,114.8,116.36,"2020-01-13, 06-00-00"
UHT,116.39,116.78,"2020-01-14, 06-00-00"
UHT,116.86,118.91,"2020-01-15, 06-00-00"
UHT,119.38,120.93,"2020-01-16, 06-00-00"
UHT,121.27,120.86,"2020-01-17, 06-00-00"
UHT,120.6,123.14,"2020-01-21, 06-00-00"
UHT,123.21,122.54,"2020-01-22, 06-00-00"
UHT,122.47,124.88,"2020-01-23, 06-00-00"
UHT,124.88,123.57,"2020-01-24, 06-00-00"
UHT,122.77,124.79,"2020-01-27, 06-00-00"
UHT,125.26,125.95,"2020-01-28, 06-00-00"
UHT,126.14,125.74,"2020-01-29, 06-00-00"
UHT,125.27,125.88,"2020-01-30, 06-00-00"
UHT,125.47,123.35,"2020-01-31, 06-00-00"
UHT,123.92,125.07,"2020-02-03, 06-00-00"
UHT,125.83,126.53,"2020-02-04, 06-00-00"
UHT,126.73,125.91,"2020-02-05, 06-00-00"
UHT,126.07,126.4,"2020-02-06, 06-00-00"
UHT,126.16,125.71,"2020-02-07, 06-00-00"
UHT,125.62,126.3,"2020-02-10, 06-00-00"
UHT,126.51,126.43,"2020-02-11, 06-00-00"
UHT,126.68,127.21,"2020-02-12, 06-00-00"
UHT,127.21,130.37,"2020-02-13, 06-00-00"
UHT,130.44,130.3,"2020-02-14, 06-00-00"
UHT,129.94,128.03,"2020-02-18, 06-00-00"
