symbol,open,close,date
NXP,16.44,16.2938,"2019-11-18, 06-00-00"
NXP,16.31,16.31,"2019-11-19, 06-00-00"
NXP,16.38,16.36,"2019-11-20, 06-00-00"
NXP,16.37,16.15,"2019-11-21, 06-00-00"
NXP,16.25,16.17,"2019-11-22, 06-00-00"
NXP,16.24,16.04,"2019-11-25, 06-00-00"
NXP,16.05,16.07,"2019-11-26, 06-00-00"
NXP,16.04,16.07,"2019-11-27, 06-00-00"
NXP,16.09,16.11,"2019-11-29, 06-00-00"
NXP,16.1,16.1,"2019-12-02, 06-00-00"
NXP,16.15,16.15,"2019-12-03, 06-00-00"
NXP,16.19,16.22,"2019-12-04, 06-00-00"
NXP,16.23,16.307,"2019-12-05, 06-00-00"
NXP,16.3,16.23,"2019-12-06, 06-00-00"
NXP,16.31,16.17,"2019-12-09, 06-00-00"
NXP,16.18,16.38,"2019-12-10, 06-00-00"
NXP,16.38,16.44,"2019-12-11, 06-00-00"
NXP,16.39,16.32,"2019-12-12, 06-00-00"
NXP,16.36,16.48,"2019-12-13, 06-00-00"
NXP,16.45,16.54,"2019-12-16, 06-00-00"
NXP,16.6,16.65,"2019-12-17, 06-00-00"
NXP,16.65,16.67,"2019-12-18, 06-00-00"
NXP,16.7,16.63,"2019-12-19, 06-00-00"
NXP,16.64,16.5,"2019-12-20, 06-00-00"
NXP,16.5,16.52,"2019-12-23, 06-00-00"
NXP,16.59,16.595,"2019-12-24, 06-00-00"
NXP,16.55,16.6467,"2019-12-26, 06-00-00"
NXP,16.63,16.53,"2019-12-27, 06-00-00"
NXP,16.5,16.31,"2019-12-30, 06-00-00"
NXP,16.37,16.42,"2019-12-31, 06-00-00"
NXP,16.42,16.36,"2020-01-02, 06-00-00"
NXP,16.36,16.31,"2020-01-03, 06-00-00"
NXP,16.33,16.39,"2020-01-06, 06-00-00"
NXP,16.38,16.49,"2020-01-07, 06-00-00"
NXP,16.5,16.62,"2020-01-08, 06-00-00"
NXP,16.68,16.73,"2020-01-09, 06-00-00"
NXP,16.82,16.73,"2020-01-10, 06-00-00"
NXP,16.79,16.79,"2020-01-13, 06-00-00"
NXP,16.78,16.81,"2020-01-14, 06-00-00"
NXP,16.81,16.71,"2020-01-15, 06-00-00"
NXP,16.71,16.76,"2020-01-16, 06-00-00"
NXP,16.76,16.725,"2020-01-17, 06-00-00"
NXP,16.74,16.73,"2020-01-21, 06-00-00"
NXP,16.73,16.66,"2020-01-22, 06-00-00"
NXP,16.71,16.62,"2020-01-23, 06-00-00"
NXP,16.66,16.73,"2020-01-24, 06-00-00"
NXP,16.78,16.91,"2020-01-27, 06-00-00"
NXP,16.95,16.81,"2020-01-28, 06-00-00"
NXP,16.82,16.86,"2020-01-29, 06-00-00"
NXP,16.9,16.83,"2020-01-30, 06-00-00"
NXP,16.86,16.8207,"2020-01-31, 06-00-00"
NXP,16.85,16.84,"2020-02-03, 06-00-00"
NXP,16.77,16.76,"2020-02-04, 06-00-00"
NXP,16.76,16.8,"2020-02-05, 06-00-00"
NXP,16.83,16.85,"2020-02-06, 06-00-00"
NXP,16.82,16.82,"2020-02-07, 06-00-00"
NXP,16.82,16.91,"2020-02-10, 06-00-00"
NXP,16.89,16.95,"2020-02-11, 06-00-00"
NXP,16.96,16.92,"2020-02-12, 06-00-00"
NXP,16.84,16.68,"2020-02-13, 06-00-00"
NXP,16.65,16.65,"2020-02-14, 06-00-00"
NXP,16.65,16.53,"2020-02-18, 06-00-00"
NXP,16.58,16.48,"2020-02-19, 06-00-00"
NXP,16.51,16.4,"2020-02-20, 06-00-00"
NXP,16.49,16.45,"2020-02-21, 06-00-00"
NXP,16.45,16.36,"2020-02-24, 06-00-00"
NXP,16.37,16.24,"2020-02-25, 06-00-00"
NXP,16.3,16.17,"2020-02-26, 06-00-00"
NXP,16.17,16.1,"2020-02-27, 06-00-00"
NXP,16.18,15.66,"2020-02-28, 06-00-00"
NXP,15.75,15.93,"2020-03-02, 06-00-00"
NXP,15.94,16.09,"2020-03-03, 06-00-00"
NXP,16.09,16.14,"2020-03-04, 06-00-00"
NXP,16.15,16.11,"2020-03-05, 06-00-00"
NXP,16.1,16.06,"2020-03-06, 06-00-00"
NXP,16.02,15.8,"2020-03-09, 05-00-00"
NXP,15.9,15.75,"2020-03-10, 05-00-00"
NXP,15.58,15.32,"2020-03-11, 05-00-00"
NXP,14.13,14.31,"2020-03-12, 05-00-00"
NXP,14.51,14.66,"2020-03-13, 05-00-00"
NXP,14.44,13.88,"2020-03-16, 05-00-00"
NXP,13.88,14.61,"2020-03-17, 05-00-00"
NXP,14.33,13.27,"2020-03-18, 05-00-00"
NXP,12.89,13.27,"2020-03-19, 05-00-00"
NXP,13.22,13.965,"2020-03-20, 05-00-00"
NXP,13.54,13.17,"2020-03-23, 05-00-00"
NXP,13.42,13.88,"2020-03-24, 05-00-00"
NXP,13.97,14.35,"2020-03-25, 05-00-00"
NXP,14.37,15.06,"2020-03-26, 05-00-00"
NXP,15.0,14.86,"2020-03-27, 05-00-00"
NXP,15.0,14.99,"2020-03-30, 05-00-00"
NXP,15.0,14.97,"2020-03-31, 05-00-00"
NXP,14.89,14.67,"2020-04-01, 05-00-00"
NXP,14.35,14.49,"2020-04-02, 05-00-00"
NXP,14.36,14.36,"2020-04-03, 05-00-00"
NXP,14.49,14.61,"2020-04-06, 05-00-00"
NXP,14.68,14.63,"2020-04-07, 05-00-00"
NXP,14.64,14.88,"2020-04-08, 05-00-00"
