symbol,open,close,date
DKL,32.25,32.12,"2019-11-18, 06-00-00"
DKL,32.16,32.08,"2019-11-19, 06-00-00"
DKL,32.02,31.65,"2019-11-20, 06-00-00"
DKL,31.92,31.61,"2019-11-21, 06-00-00"
DKL,31.8,31.76,"2019-11-22, 06-00-00"
DKL,31.76,31.98,"2019-11-25, 06-00-00"
DKL,32.04,31.73,"2019-11-26, 06-00-00"
DKL,31.75,31.69,"2019-11-27, 06-00-00"
DKL,31.51,32.12,"2019-11-29, 06-00-00"
DKL,32.19,31.9,"2019-12-02, 06-00-00"
DKL,31.83,31.06,"2019-12-03, 06-00-00"
DKL,31.17,31.45,"2019-12-04, 06-00-00"
DKL,31.47,31.48,"2019-12-05, 06-00-00"
DKL,31.62,31.51,"2019-12-06, 06-00-00"
DKL,31.51,31.6,"2019-12-09, 06-00-00"
DKL,31.51,32.24,"2019-12-10, 06-00-00"
DKL,32.06,32.72,"2019-12-11, 06-00-00"
DKL,32.5,31.9,"2019-12-12, 06-00-00"
DKL,32.06,31.96,"2019-12-13, 06-00-00"
DKL,32.041,32.53,"2019-12-16, 06-00-00"
DKL,32.37,31.8,"2019-12-17, 06-00-00"
DKL,31.8,31.72,"2019-12-18, 06-00-00"
DKL,31.81,31.71,"2019-12-19, 06-00-00"
DKL,31.74,31.33,"2019-12-20, 06-00-00"
DKL,31.33,32.1,"2019-12-23, 06-00-00"
DKL,32.08,31.64,"2019-12-24, 06-00-00"
DKL,31.72,32.2,"2019-12-26, 06-00-00"
DKL,32.2,32.21,"2019-12-27, 06-00-00"
DKL,32.49,32.25,"2019-12-30, 06-00-00"
DKL,32.31,31.96,"2019-12-31, 06-00-00"
DKL,32.49,32.4,"2020-01-02, 06-00-00"
DKL,32.5,32.53,"2020-01-03, 06-00-00"
DKL,32.49,33.31,"2020-01-06, 06-00-00"
DKL,32.5,32.98,"2020-01-07, 06-00-00"
DKL,33.0,32.7,"2020-01-08, 06-00-00"
DKL,32.8,32.63,"2020-01-09, 06-00-00"
DKL,32.85,32.65,"2020-01-10, 06-00-00"
DKL,32.62,32.95,"2020-01-13, 06-00-00"
DKL,33.0,32.96,"2020-01-14, 06-00-00"
DKL,32.92,33.12,"2020-01-15, 06-00-00"
DKL,33.25,33.16,"2020-01-16, 06-00-00"
DKL,33.26,32.88,"2020-01-17, 06-00-00"
DKL,32.7,32.51,"2020-01-21, 06-00-00"
DKL,32.48,32.36,"2020-01-22, 06-00-00"
DKL,32.22,32.1,"2020-01-23, 06-00-00"
DKL,32.0,31.91,"2020-01-24, 06-00-00"
DKL,31.58,32.08,"2020-01-27, 06-00-00"
DKL,32.12,32.3,"2020-01-28, 06-00-00"
DKL,32.37,32.31,"2020-01-29, 06-00-00"
DKL,31.92,32.22,"2020-01-30, 06-00-00"
DKL,32.22,31.96,"2020-01-31, 06-00-00"
DKL,30.78,31.1,"2020-02-03, 06-00-00"
DKL,31.21,30.93,"2020-02-04, 06-00-00"
DKL,30.97,31.11,"2020-02-05, 06-00-00"
DKL,31.11,31.01,"2020-02-06, 06-00-00"
DKL,30.99,30.85,"2020-02-07, 06-00-00"
DKL,30.54,30.23,"2020-02-10, 06-00-00"
DKL,30.48,30.31,"2020-02-11, 06-00-00"
DKL,30.65,30.77,"2020-02-12, 06-00-00"
DKL,30.5,30.5,"2020-02-13, 06-00-00"
DKL,30.49,30.16,"2020-02-14, 06-00-00"
DKL,29.98,30.12,"2020-02-18, 06-00-00"
DKL,30.24,29.99,"2020-02-19, 06-00-00"
DKL,30.0,30.15,"2020-02-20, 06-00-00"
DKL,30.15,29.85,"2020-02-21, 06-00-00"
