symbol,open,close,date
EAT,44.1,45.46,"2019-11-18, 06-00-00"
EAT,45.41,45.0,"2019-11-19, 06-00-00"
EAT,44.82,43.85,"2019-11-20, 06-00-00"
EAT,44.0,43.49,"2019-11-21, 06-00-00"
EAT,43.75,44.0,"2019-11-22, 06-00-00"
EAT,44.25,44.94,"2019-11-25, 06-00-00"
EAT,45.03,44.03,"2019-11-26, 06-00-00"
EAT,44.29,44.41,"2019-11-27, 06-00-00"
EAT,44.3,44.8,"2019-11-29, 06-00-00"
EAT,44.91,45.85,"2019-12-02, 06-00-00"
EAT,45.28,44.61,"2019-12-03, 06-00-00"
EAT,44.7,43.99,"2019-12-04, 06-00-00"
EAT,43.97,42.67,"2019-12-05, 06-00-00"
EAT,43.07,43.31,"2019-12-06, 06-00-00"
EAT,43.1,42.65,"2019-12-09, 06-00-00"
EAT,42.35,41.29,"2019-12-10, 06-00-00"
EAT,41.36,41.07,"2019-12-11, 06-00-00"
EAT,41.46,42.4,"2019-12-12, 06-00-00"
EAT,42.49,42.23,"2019-12-13, 06-00-00"
EAT,42.47,42.32,"2019-12-16, 06-00-00"
EAT,42.21,42.39,"2019-12-17, 06-00-00"
EAT,42.56,42.2,"2019-12-18, 06-00-00"
EAT,41.33,41.83,"2019-12-19, 06-00-00"
EAT,41.83,41.99,"2019-12-20, 06-00-00"
EAT,42.03,42.13,"2019-12-23, 06-00-00"
EAT,42.18,42.04,"2019-12-24, 06-00-00"
EAT,42.07,42.09,"2019-12-26, 06-00-00"
EAT,42.14,41.23,"2019-12-27, 06-00-00"
EAT,41.23,42.04,"2019-12-30, 06-00-00"
EAT,41.96,42.0,"2019-12-31, 06-00-00"
EAT,42.14,42.28,"2020-01-02, 06-00-00"
EAT,41.67,41.8,"2020-01-03, 06-00-00"
EAT,41.4,42.31,"2020-01-06, 06-00-00"
EAT,41.95,42.25,"2020-01-07, 06-00-00"
EAT,42.25,42.76,"2020-01-08, 06-00-00"
EAT,43.29,42.61,"2020-01-09, 06-00-00"
EAT,42.63,42.24,"2020-01-10, 06-00-00"
EAT,42.36,42.29,"2020-01-13, 06-00-00"
EAT,42.26,42.52,"2020-01-14, 06-00-00"
EAT,42.39,42.64,"2020-01-15, 06-00-00"
EAT,43.99,44.41,"2020-01-16, 06-00-00"
EAT,44.69,44.21,"2020-01-17, 06-00-00"
EAT,44.09,44.06,"2020-01-21, 06-00-00"
EAT,44.3,43.91,"2020-01-22, 06-00-00"
EAT,44.96,45.37,"2020-01-23, 06-00-00"
EAT,45.75,45.77,"2020-01-24, 06-00-00"
EAT,44.96,44.26,"2020-01-27, 06-00-00"
EAT,44.59,43.79,"2020-01-28, 06-00-00"
EAT,42.42,44.57,"2020-01-29, 06-00-00"
EAT,44.71,43.71,"2020-01-30, 06-00-00"
EAT,44.25,42.69,"2020-01-31, 06-00-00"
EAT,42.78,40.96,"2020-02-03, 06-00-00"
EAT,41.42,40.9,"2020-02-04, 06-00-00"
EAT,41.46,41.89,"2020-02-05, 06-00-00"
EAT,41.84,42.7,"2020-02-06, 06-00-00"
EAT,42.73,41.99,"2020-02-07, 06-00-00"
EAT,41.88,42.79,"2020-02-10, 06-00-00"
EAT,42.99,42.98,"2020-02-11, 06-00-00"
EAT,43.17,43.11,"2020-02-12, 06-00-00"
EAT,42.8,42.03,"2020-02-13, 06-00-00"
EAT,41.94,41.57,"2020-02-14, 06-00-00"
EAT,41.44,40.44,"2020-02-18, 06-00-00"
EAT,40.51,40.16,"2020-02-19, 06-00-00"
EAT,40.0,40.65,"2020-02-20, 06-00-00"
EAT,40.61,40.47,"2020-02-21, 06-00-00"
EAT,39.37,39.67,"2020-02-24, 06-00-00"
EAT,39.73,38.41,"2020-02-25, 06-00-00"
EAT,38.57,35.94,"2020-02-26, 06-00-00"
EAT,34.99,33.95,"2020-02-27, 06-00-00"
EAT,33.47,34.35,"2020-02-28, 06-00-00"
EAT,34.34,34.63,"2020-03-02, 06-00-00"
EAT,35.37,35.26,"2020-03-03, 06-00-00"
EAT,35.58,35.31,"2020-03-04, 06-00-00"
EAT,33.93,31.57,"2020-03-05, 06-00-00"
EAT,30.1,30.31,"2020-03-06, 06-00-00"
EAT,28.06,24.74,"2020-03-09, 05-00-00"
EAT,26.42,26.48,"2020-03-10, 05-00-00"
EAT,25.11,21.51,"2020-03-11, 05-00-00"
EAT,18.72,17.18,"2020-03-12, 05-00-00"
EAT,18.4,17.16,"2020-03-13, 05-00-00"
EAT,14.99,10.5,"2020-03-16, 05-00-00"
EAT,10.63,8.58,"2020-03-17, 05-00-00"
EAT,7.83,7.62,"2020-03-18, 05-00-00"
EAT,7.72,10.99,"2020-03-19, 05-00-00"
EAT,11.88,9.31,"2020-03-20, 05-00-00"
EAT,9.51,10.62,"2020-03-23, 05-00-00"
EAT,12.17,13.85,"2020-03-24, 05-00-00"
EAT,14.14,15.47,"2020-03-25, 05-00-00"
EAT,15.54,14.5,"2020-03-26, 05-00-00"
EAT,13.22,11.07,"2020-03-27, 05-00-00"
EAT,11.01,11.34,"2020-03-30, 05-00-00"
EAT,11.4,12.01,"2020-03-31, 05-00-00"
EAT,11.25,11.49,"2020-04-01, 05-00-00"
EAT,11.26,10.1,"2020-04-02, 05-00-00"
EAT,10.0,10.47,"2020-04-03, 05-00-00"
EAT,11.44,12.14,"2020-04-06, 05-00-00"
EAT,13.35,13.02,"2020-04-07, 05-00-00"
EAT,13.64,14.71,"2020-04-08, 05-00-00"
EAT,15.54,17.29,"2020-04-09, 05-00-00"
EAT,17.29,15.08,"2020-04-13, 05-00-00"
