symbol,open,close,date
THR,26.11,25.83,"2019-11-18, 06-00-00"
THR,25.85,25.79,"2019-11-19, 06-00-00"
THR,25.75,25.83,"2019-11-20, 06-00-00"
THR,26.01,26.2,"2019-11-21, 06-00-00"
THR,26.34,26.07,"2019-11-22, 06-00-00"
THR,26.17,26.64,"2019-11-25, 06-00-00"
THR,26.62,26.57,"2019-11-26, 06-00-00"
THR,26.48,26.72,"2019-11-27, 06-00-00"
THR,26.46,26.24,"2019-11-29, 06-00-00"
THR,26.06,25.67,"2019-12-02, 06-00-00"
THR,25.57,25.58,"2019-12-03, 06-00-00"
THR,25.69,26.07,"2019-12-04, 06-00-00"
THR,26.01,26.22,"2019-12-05, 06-00-00"
THR,26.37,26.61,"2019-12-06, 06-00-00"
THR,26.61,26.33,"2019-12-09, 06-00-00"
THR,26.27,26.37,"2019-12-10, 06-00-00"
THR,26.38,26.58,"2019-12-11, 06-00-00"
THR,26.64,26.84,"2019-12-12, 06-00-00"
THR,26.84,26.79,"2019-12-13, 06-00-00"
THR,26.94,27.0,"2019-12-16, 06-00-00"
THR,27.13,27.04,"2019-12-17, 06-00-00"
THR,27.18,27.33,"2019-12-18, 06-00-00"
THR,27.34,27.3,"2019-12-19, 06-00-00"
THR,27.43,27.17,"2019-12-20, 06-00-00"
THR,27.16,27.07,"2019-12-23, 06-00-00"
THR,27.18,27.0,"2019-12-24, 06-00-00"
THR,27.09,27.01,"2019-12-26, 06-00-00"
THR,27.01,26.77,"2019-12-27, 06-00-00"
THR,26.76,26.92,"2019-12-30, 06-00-00"
THR,26.86,26.8,"2019-12-31, 06-00-00"
THR,26.98,26.95,"2020-01-02, 06-00-00"
THR,26.58,26.69,"2020-01-03, 06-00-00"
THR,26.47,26.71,"2020-01-06, 06-00-00"
THR,26.54,26.47,"2020-01-07, 06-00-00"
THR,26.46,26.49,"2020-01-08, 06-00-00"
THR,26.56,26.53,"2020-01-09, 06-00-00"
THR,26.45,26.08,"2020-01-10, 06-00-00"
THR,25.97,26.42,"2020-01-13, 06-00-00"
THR,26.37,26.15,"2020-01-14, 06-00-00"
THR,25.99,26.16,"2020-01-15, 06-00-00"
THR,26.34,26.78,"2020-01-16, 06-00-00"
THR,26.98,26.56,"2020-01-17, 06-00-00"
THR,26.37,26.04,"2020-01-21, 06-00-00"
THR,26.17,25.91,"2020-01-22, 06-00-00"
THR,25.73,25.95,"2020-01-23, 06-00-00"
THR,26.03,25.53,"2020-01-24, 06-00-00"
THR,25.04,24.99,"2020-01-27, 06-00-00"
THR,25.12,24.88,"2020-01-28, 06-00-00"
THR,24.91,24.55,"2020-01-29, 06-00-00"
THR,24.24,24.7,"2020-01-30, 06-00-00"
THR,24.46,23.7,"2020-01-31, 06-00-00"
THR,23.84,23.94,"2020-02-03, 06-00-00"
THR,24.35,24.03,"2020-02-04, 06-00-00"
THR,24.37,24.61,"2020-02-05, 06-00-00"
THR,19.91,22.04,"2020-02-06, 06-00-00"
THR,21.71,20.99,"2020-02-07, 06-00-00"
THR,20.92,21.04,"2020-02-10, 06-00-00"
THR,20.89,21.33,"2020-02-11, 06-00-00"
THR,21.78,21.82,"2020-02-12, 06-00-00"
THR,21.6,21.62,"2020-02-13, 06-00-00"
THR,21.62,21.41,"2020-02-14, 06-00-00"
THR,21.41,21.2,"2020-02-18, 06-00-00"
THR,21.3,21.27,"2020-02-19, 06-00-00"
THR,21.15,21.13,"2020-02-20, 06-00-00"
THR,21.1,21.2,"2020-02-21, 06-00-00"
THR,20.51,20.3,"2020-02-24, 06-00-00"
THR,20.28,19.71,"2020-02-25, 06-00-00"
THR,19.87,19.48,"2020-02-26, 06-00-00"
THR,19.01,18.86,"2020-02-27, 06-00-00"
THR,18.13,17.57,"2020-02-28, 06-00-00"
THR,17.54,18.63,"2020-03-02, 06-00-00"
THR,18.47,17.73,"2020-03-03, 06-00-00"
THR,17.98,18.44,"2020-03-04, 06-00-00"
THR,17.42,18.71,"2020-03-05, 06-00-00"
THR,17.95,18.25,"2020-03-06, 06-00-00"
THR,15.3,14.97,"2020-03-09, 05-00-00"
THR,15.8,15.27,"2020-03-10, 05-00-00"
THR,14.72,14.28,"2020-03-11, 05-00-00"
THR,13.16,13.09,"2020-03-12, 05-00-00"
THR,13.81,16.03,"2020-03-13, 05-00-00"
THR,14.08,14.81,"2020-03-16, 05-00-00"
THR,14.9,16.85,"2020-03-17, 05-00-00"
THR,15.7,15.32,"2020-03-18, 05-00-00"
THR,15.21,14.46,"2020-03-19, 05-00-00"
THR,14.53,13.74,"2020-03-20, 05-00-00"
THR,13.81,13.48,"2020-03-23, 05-00-00"
THR,14.32,14.51,"2020-03-24, 05-00-00"
THR,14.43,15.0,"2020-03-25, 05-00-00"
THR,15.16,15.14,"2020-03-26, 05-00-00"
THR,14.55,14.39,"2020-03-27, 05-00-00"
THR,14.43,14.6,"2020-03-30, 05-00-00"
THR,14.42,15.07,"2020-03-31, 05-00-00"
THR,14.53,14.05,"2020-04-01, 05-00-00"
THR,14.0,14.38,"2020-04-02, 05-00-00"
THR,14.31,14.05,"2020-04-03, 05-00-00"
THR,14.44,15.22,"2020-04-06, 05-00-00"
THR,15.67,14.96,"2020-04-07, 05-00-00"
THR,15.34,15.56,"2020-04-08, 05-00-00"
THR,16.1,15.5,"2020-04-09, 05-00-00"
THR,15.3,15.46,"2020-04-13, 05-00-00"
THR,15.86,15.69,"2020-04-14, 05-00-00"
THR,15.02,14.45,"2020-04-15, 05-00-00"
THR,14.3,14.34,"2020-04-16, 05-00-00"
THR,14.65,15.06,"2020-04-17, 05-00-00"
THR,14.54,14.1,"2020-04-20, 05-00-00"
THR,13.58,13.18,"2020-04-21, 05-00-00"
THR,13.17,12.84,"2020-04-22, 05-00-00"
THR,12.88,13.66,"2020-04-23, 05-00-00"
THR,13.65,13.54,"2020-04-24, 05-00-00"
THR,13.78,13.84,"2020-04-27, 05-00-00"
THR,14.28,14.51,"2020-04-28, 05-00-00"
THR,15.09,15.62,"2020-04-29, 05-00-00"
THR,15.37,15.28,"2020-04-30, 05-00-00"
THR,14.79,14.63,"2020-05-01, 05-00-00"
THR,14.28,14.37,"2020-05-04, 05-00-00"
THR,14.96,14.56,"2020-05-05, 05-00-00"
THR,14.56,14.5,"2020-05-06, 05-00-00"
THR,14.85,14.67,"2020-05-07, 05-00-00"
THR,15.13,15.33,"2020-05-08, 05-00-00"
THR,15.08,14.99,"2020-05-11, 05-00-00"
THR,15.02,14.21,"2020-05-12, 05-00-00"
THR,14.02,13.65,"2020-05-13, 05-00-00"
THR,13.3,13.1,"2020-05-14, 05-00-00"
THR,13.0,13.55,"2020-05-15, 05-00-00"
THR,14.15,15.15,"2020-05-18, 05-00-00"
THR,15.01,14.67,"2020-05-19, 05-00-00"
THR,15.0,15.21,"2020-05-20, 05-00-00"
THR,15.14,15.41,"2020-05-21, 05-00-00"
THR,15.47,15.58,"2020-05-22, 05-00-00"
THR,16.2,16.14,"2020-05-26, 05-00-00"
THR,16.65,17.66,"2020-05-27, 05-00-00"
THR,17.99,16.34,"2020-05-28, 05-00-00"
THR,15.94,16.03,"2020-05-29, 05-00-00"
THR,14.43,14.28,"2020-06-01, 05-00-00"
THR,14.45,14.24,"2020-06-02, 05-00-00"
THR,14.97,15.63,"2020-06-03, 05-00-00"
THR,16.08,16.07,"2020-06-04, 05-00-00"
THR,16.78,16.84,"2020-06-05, 05-00-00"
THR,17.35,16.84,"2020-06-08, 05-00-00"
THR,16.32,16.16,"2020-06-09, 05-00-00"
THR,16.03,15.84,"2020-06-10, 05-00-00"
THR,15.18,13.82,"2020-06-11, 05-00-00"
THR,14.32,14.24,"2020-06-12, 05-00-00"
THR,13.6,14.43,"2020-06-15, 05-00-00"
THR,14.8,14.79,"2020-06-16, 05-00-00"
THR,14.92,14.48,"2020-06-17, 05-00-00"
THR,14.31,14.29,"2020-06-18, 05-00-00"
THR,14.51,14.13,"2020-06-19, 05-00-00"
THR,14.09,14.47,"2020-06-22, 05-00-00"
THR,14.7,14.5,"2020-06-23, 05-00-00"
THR,14.19,14.43,"2020-06-24, 05-00-00"
THR,14.31,14.78,"2020-06-25, 05-00-00"
THR,14.55,14.44,"2020-06-26, 05-00-00"
THR,14.77,14.49,"2020-06-29, 05-00-00"
THR,14.27,14.57,"2020-06-30, 05-00-00"
THR,14.65,14.18,"2020-07-01, 05-00-00"
THR,14.49,14.32,"2020-07-02, 05-00-00"
THR,14.62,14.59,"2020-07-06, 05-00-00"
THR,14.41,13.85,"2020-07-07, 05-00-00"
THR,13.83,13.69,"2020-07-08, 05-00-00"
THR,13.59,13.0,"2020-07-09, 05-00-00"
THR,12.95,13.31,"2020-07-10, 05-00-00"
THR,13.54,14.01,"2020-07-13, 05-00-00"
THR,13.95,14.37,"2020-07-14, 05-00-00"
THR,14.77,15.07,"2020-07-15, 05-00-00"
THR,15.1,14.66,"2020-07-16, 05-00-00"
THR,14.61,14.4,"2020-07-17, 05-00-00"
THR,14.29,13.89,"2020-07-20, 05-00-00"
THR,14.21,14.45,"2020-07-21, 05-00-00"
THR,14.24,14.13,"2020-07-22, 05-00-00"
THR,14.0,14.61,"2020-07-23, 05-00-00"
THR,14.67,14.32,"2020-07-24, 05-00-00"
THR,14.26,14.39,"2020-07-27, 05-00-00"
THR,14.24,14.06,"2020-07-28, 05-00-00"
THR,14.14,14.43,"2020-07-29, 05-00-00"
THR,14.12,14.14,"2020-07-30, 05-00-00"
THR,13.96,13.55,"2020-07-31, 05-00-00"
THR,13.71,13.7,"2020-08-03, 05-00-00"
THR,13.63,13.74,"2020-08-04, 05-00-00"
THR,13.96,14.61,"2020-08-05, 05-00-00"
THR,14.47,14.05,"2020-08-06, 05-00-00"
THR,13.82,14.26,"2020-08-07, 05-00-00"
THR,14.25,14.7,"2020-08-10, 05-00-00"
THR,14.79,14.67,"2020-08-11, 05-00-00"
THR,14.88,14.37,"2020-08-12, 05-00-00"
THR,14.17,14.04,"2020-08-13, 05-00-00"
THR,13.86,14.2,"2020-08-14, 05-00-00"
THR,14.2,14.04,"2020-08-17, 05-00-00"
THR,13.99,13.69,"2020-08-18, 05-00-00"
THR,13.71,13.77,"2020-08-19, 05-00-00"
THR,13.52,13.76,"2020-08-20, 05-00-00"
THR,13.64,13.41,"2020-08-21, 05-00-00"
THR,13.45,13.67,"2020-08-24, 05-00-00"
THR,13.8,13.47,"2020-08-25, 05-00-00"
THR,13.45,13.08,"2020-08-26, 05-00-00"
THR,13.2,13.01,"2020-08-27, 05-00-00"
THR,13.02,13.32,"2020-08-28, 05-00-00"
THR,13.25,13.16,"2020-08-31, 05-00-00"
THR,13.04,13.04,"2020-09-01, 05-00-00"
THR,12.95,13.28,"2020-09-02, 05-00-00"
THR,13.29,12.99,"2020-09-03, 05-00-00"
THR,13.23,12.95,"2020-09-04, 05-00-00"
THR,12.87,12.56,"2020-09-08, 05-00-00"
THR,12.63,12.13,"2020-09-09, 05-00-00"
THR,12.12,11.36,"2020-09-10, 05-00-00"
THR,11.38,11.12,"2020-09-11, 05-00-00"
THR,11.24,11.0,"2020-09-14, 05-00-00"
THR,11.27,11.35,"2020-09-15, 05-00-00"
THR,11.46,11.49,"2020-09-16, 05-00-00"
THR,11.34,11.34,"2020-09-17, 05-00-00"
THR,11.39,11.8,"2020-09-18, 05-00-00"
THR,11.5,11.23,"2020-09-21, 05-00-00"
THR,11.36,11.32,"2020-09-22, 05-00-00"
THR,11.24,10.9,"2020-09-23, 05-00-00"
THR,10.93,10.9,"2020-09-24, 05-00-00"
THR,10.8,10.67,"2020-09-25, 05-00-00"
THR,10.8,11.11,"2020-09-28, 05-00-00"
THR,11.04,11.14,"2020-09-29, 05-00-00"
THR,11.18,11.23,"2020-09-30, 05-00-00"
THR,11.2,11.42,"2020-10-01, 05-00-00"
THR,11.19,11.5,"2020-10-02, 05-00-00"
THR,11.62,11.67,"2020-10-05, 05-00-00"
THR,11.86,11.59,"2020-10-06, 05-00-00"
THR,11.67,11.78,"2020-10-07, 05-00-00"
THR,11.89,11.96,"2020-10-08, 05-00-00"
THR,12.05,11.95,"2020-10-09, 05-00-00"
THR,11.93,12.01,"2020-10-12, 05-00-00"
THR,11.83,11.78,"2020-10-13, 05-00-00"
THR,11.77,11.89,"2020-10-14, 05-00-00"
THR,11.66,11.94,"2020-10-15, 05-00-00"
THR,11.88,11.87,"2020-10-16, 05-00-00"
THR,11.87,11.79,"2020-10-19, 05-00-00"
THR,11.85,11.89,"2020-10-20, 05-00-00"
THR,11.88,11.62,"2020-10-21, 05-00-00"
THR,11.7,11.51,"2020-10-22, 05-00-00"
THR,11.54,11.71,"2020-10-23, 05-00-00"
THR,11.5,11.42,"2020-10-26, 05-00-00"
THR,11.36,10.92,"2020-10-27, 05-00-00"
THR,10.64,10.34,"2020-10-28, 05-00-00"
THR,10.25,10.01,"2020-10-29, 05-00-00"
THR,9.98,10.09,"2020-10-30, 05-00-00"
THR,10.25,10.6,"2020-11-02, 06-00-00"
THR,10.83,10.63,"2020-11-03, 06-00-00"
THR,10.49,10.13,"2020-11-04, 06-00-00"
THR,10.03,10.83,"2020-11-05, 06-00-00"
THR,10.84,10.71,"2020-11-06, 06-00-00"
THR,11.35,12.84,"2020-11-09, 06-00-00"
THR,13.06,12.7,"2020-11-10, 06-00-00"
THR,12.74,12.11,"2020-11-11, 06-00-00"
THR,11.9,11.76,"2020-11-12, 06-00-00"
THR,11.9,12.56,"2020-11-13, 06-00-00"
THR,13.16,13.69,"2020-11-16, 06-00-00"
THR,13.53,13.74,"2020-11-17, 06-00-00"
THR,13.9,13.6,"2020-11-18, 06-00-00"
