symbol,open,close,date
PRO,53.99,54.76,"2019-11-18, 06-00-00"
PRO,54.99,56.12,"2019-11-19, 06-00-00"
PRO,55.87,57.24,"2019-11-20, 06-00-00"
PRO,57.39,57.27,"2019-11-21, 06-00-00"
PRO,57.64,57.77,"2019-11-22, 06-00-00"
PRO,58.11,60.61,"2019-11-25, 06-00-00"
PRO,60.7,61.56,"2019-11-26, 06-00-00"
PRO,61.89,62.4,"2019-11-27, 06-00-00"
PRO,62.11,62.29,"2019-11-29, 06-00-00"
PRO,62.22,60.46,"2019-12-02, 06-00-00"
PRO,59.11,61.55,"2019-12-03, 06-00-00"
PRO,61.86,61.87,"2019-12-04, 06-00-00"
PRO,61.99,60.51,"2019-12-05, 06-00-00"
PRO,61.01,60.01,"2019-12-06, 06-00-00"
PRO,59.73,59.84,"2019-12-09, 06-00-00"
PRO,59.78,60.26,"2019-12-10, 06-00-00"
PRO,60.15,58.64,"2019-12-11, 06-00-00"
PRO,58.53,58.27,"2019-12-12, 06-00-00"
PRO,58.13,58.84,"2019-12-13, 06-00-00"
PRO,59.38,61.14,"2019-12-16, 06-00-00"
PRO,61.09,61.07,"2019-12-17, 06-00-00"
PRO,61.1,61.81,"2019-12-18, 06-00-00"
PRO,61.7,60.66,"2019-12-19, 06-00-00"
PRO,61.06,61.26,"2019-12-20, 06-00-00"
PRO,61.25,61.51,"2019-12-23, 06-00-00"
PRO,61.79,61.33,"2019-12-24, 06-00-00"
PRO,61.56,61.56,"2019-12-26, 06-00-00"
PRO,61.95,61.46,"2019-12-27, 06-00-00"
PRO,61.45,61.12,"2019-12-30, 06-00-00"
PRO,60.89,59.92,"2019-12-31, 06-00-00"
PRO,60.51,61.96,"2020-01-02, 06-00-00"
PRO,61.0,61.8,"2020-01-03, 06-00-00"
PRO,61.04,62.96,"2020-01-06, 06-00-00"
PRO,62.83,64.0,"2020-01-07, 06-00-00"
PRO,64.06,64.64,"2020-01-08, 06-00-00"
PRO,65.0,65.33,"2020-01-09, 06-00-00"
PRO,65.63,65.13,"2020-01-10, 06-00-00"
PRO,65.32,66.44,"2020-01-13, 06-00-00"
PRO,66.41,66.97,"2020-01-14, 06-00-00"
PRO,67.01,67.95,"2020-01-15, 06-00-00"
PRO,68.08,68.0,"2020-01-16, 06-00-00"
PRO,68.51,66.03,"2020-01-17, 06-00-00"
PRO,66.12,65.66,"2020-01-21, 06-00-00"
PRO,65.73,64.78,"2020-01-22, 06-00-00"
PRO,64.68,64.45,"2020-01-23, 06-00-00"
PRO,65.15,64.09,"2020-01-24, 06-00-00"
PRO,62.5,62.8,"2020-01-27, 06-00-00"
PRO,63.25,63.18,"2020-01-28, 06-00-00"
PRO,63.58,62.99,"2020-01-29, 06-00-00"
PRO,62.58,62.44,"2020-01-30, 06-00-00"
PRO,62.21,60.0,"2020-01-31, 06-00-00"
PRO,60.13,61.49,"2020-02-03, 06-00-00"
PRO,62.28,62.68,"2020-02-04, 06-00-00"
PRO,63.45,60.9,"2020-02-05, 06-00-00"
PRO,61.14,60.02,"2020-02-06, 06-00-00"
PRO,51.55,54.23,"2020-02-07, 06-00-00"
PRO,53.97,53.28,"2020-02-10, 06-00-00"
PRO,53.83,52.16,"2020-02-11, 06-00-00"
PRO,52.37,52.04,"2020-02-12, 06-00-00"
PRO,51.76,51.3,"2020-02-13, 06-00-00"
PRO,51.4,50.79,"2020-02-14, 06-00-00"
PRO,50.12,51.11,"2020-02-18, 06-00-00"
PRO,51.33,50.69,"2020-02-19, 06-00-00"
PRO,50.39,51.16,"2020-02-20, 06-00-00"
PRO,51.15,51.23,"2020-02-21, 06-00-00"
PRO,49.34,51.2,"2020-02-24, 06-00-00"
PRO,51.55,49.08,"2020-02-25, 06-00-00"
PRO,49.24,48.04,"2020-02-26, 06-00-00"
PRO,46.69,44.8,"2020-02-27, 06-00-00"
PRO,43.32,45.79,"2020-02-28, 06-00-00"
PRO,45.9,46.7,"2020-03-02, 06-00-00"
PRO,46.69,46.5,"2020-03-03, 06-00-00"
PRO,47.25,44.8,"2020-03-04, 06-00-00"
PRO,44.08,44.82,"2020-03-05, 06-00-00"
PRO,43.67,43.03,"2020-03-06, 06-00-00"
PRO,39.5,39.36,"2020-03-09, 05-00-00"
PRO,40.31,41.26,"2020-03-10, 05-00-00"
PRO,40.43,36.8,"2020-03-11, 05-00-00"
PRO,33.63,30.56,"2020-03-12, 05-00-00"
PRO,32.69,31.21,"2020-03-13, 05-00-00"
PRO,28.0,24.56,"2020-03-16, 05-00-00"
PRO,24.96,24.47,"2020-03-17, 05-00-00"
PRO,22.59,21.03,"2020-03-18, 05-00-00"
PRO,20.79,26.23,"2020-03-19, 05-00-00"
PRO,26.5,26.21,"2020-03-20, 05-00-00"
PRO,26.4,28.24,"2020-03-23, 05-00-00"
PRO,30.17,30.6,"2020-03-24, 05-00-00"
PRO,30.05,30.48,"2020-03-25, 05-00-00"
PRO,30.83,33.15,"2020-03-26, 05-00-00"
PRO,32.13,32.33,"2020-03-27, 05-00-00"
PRO,32.43,32.07,"2020-03-30, 05-00-00"
PRO,31.88,31.03,"2020-03-31, 05-00-00"
PRO,29.68,27.91,"2020-04-01, 05-00-00"
PRO,27.55,25.93,"2020-04-02, 05-00-00"
PRO,25.68,25.4,"2020-04-03, 05-00-00"
PRO,26.13,29.05,"2020-04-06, 05-00-00"
PRO,30.65,28.33,"2020-04-07, 05-00-00"
PRO,29.25,31.97,"2020-04-08, 05-00-00"
PRO,32.67,31.73,"2020-04-09, 05-00-00"
PRO,30.85,30.48,"2020-04-13, 05-00-00"
PRO,31.43,31.05,"2020-04-14, 05-00-00"
PRO,29.56,29.68,"2020-04-15, 05-00-00"
PRO,29.64,28.66,"2020-04-16, 05-00-00"
PRO,29.74,29.8,"2020-04-17, 05-00-00"
PRO,29.19,28.91,"2020-04-20, 05-00-00"
PRO,27.89,26.59,"2020-04-21, 05-00-00"
PRO,27.29,28.22,"2020-04-22, 05-00-00"
PRO,28.27,27.47,"2020-04-23, 05-00-00"
PRO,27.57,27.73,"2020-04-24, 05-00-00"
PRO,27.99,29.32,"2020-04-27, 05-00-00"
PRO,30.38,30.13,"2020-04-28, 05-00-00"
PRO,31.48,34.29,"2020-04-29, 05-00-00"
PRO,33.62,34.39,"2020-04-30, 05-00-00"
PRO,33.0,31.9,"2020-05-01, 05-00-00"
PRO,31.11,33.43,"2020-05-04, 05-00-00"
PRO,34.09,33.31,"2020-05-05, 05-00-00"
PRO,30.74,31.44,"2020-05-06, 05-00-00"
PRO,32.19,33.23,"2020-05-07, 05-00-00"
PRO,33.98,33.54,"2020-05-08, 05-00-00"
PRO,33.25,33.49,"2020-05-11, 05-00-00"
PRO,33.56,32.43,"2020-05-12, 05-00-00"
PRO,32.1,30.21,"2020-05-13, 05-00-00"
PRO,29.31,29.51,"2020-05-14, 05-00-00"
PRO,29.31,30.18,"2020-05-15, 05-00-00"
PRO,31.77,33.04,"2020-05-18, 05-00-00"
PRO,32.71,32.34,"2020-05-19, 05-00-00"
PRO,32.99,30.91,"2020-05-20, 05-00-00"
PRO,30.71,31.7,"2020-05-21, 05-00-00"
PRO,32.08,32.75,"2020-05-22, 05-00-00"
PRO,33.98,33.34,"2020-05-26, 05-00-00"
PRO,33.89,38.65,"2020-05-27, 05-00-00"
PRO,38.99,38.15,"2020-05-28, 05-00-00"
PRO,37.69,38.95,"2020-05-29, 05-00-00"
PRO,38.95,39.91,"2020-06-01, 05-00-00"
PRO,40.0,39.93,"2020-06-02, 05-00-00"
PRO,40.69,41.4,"2020-06-03, 05-00-00"
PRO,40.77,41.87,"2020-06-04, 05-00-00"
PRO,43.97,43.11,"2020-06-05, 05-00-00"
PRO,43.51,44.8,"2020-06-08, 05-00-00"
PRO,43.88,44.05,"2020-06-09, 05-00-00"
PRO,43.84,42.51,"2020-06-10, 05-00-00"
PRO,40.09,39.59,"2020-06-11, 05-00-00"
PRO,41.4,41.34,"2020-06-12, 05-00-00"
PRO,39.91,41.84,"2020-06-15, 05-00-00"
PRO,43.7,43.27,"2020-06-16, 05-00-00"
PRO,44.14,42.81,"2020-06-17, 05-00-00"
PRO,42.5,44.52,"2020-06-18, 05-00-00"
PRO,45.0,43.96,"2020-06-19, 05-00-00"
PRO,43.7,44.49,"2020-06-22, 05-00-00"
PRO,45.16,45.33,"2020-06-23, 05-00-00"
PRO,44.43,44.2,"2020-06-24, 05-00-00"
PRO,44.05,46.01,"2020-06-25, 05-00-00"
PRO,45.64,42.53,"2020-06-26, 05-00-00"
PRO,43.04,42.2,"2020-06-29, 05-00-00"
PRO,42.23,44.43,"2020-06-30, 05-00-00"
PRO,44.21,44.74,"2020-07-01, 05-00-00"
PRO,45.77,44.86,"2020-07-02, 05-00-00"
PRO,45.91,44.4,"2020-07-06, 05-00-00"
PRO,43.99,43.0,"2020-07-07, 05-00-00"
PRO,42.97,43.6,"2020-07-08, 05-00-00"
PRO,43.6,42.21,"2020-07-09, 05-00-00"
PRO,42.46,42.81,"2020-07-10, 05-00-00"
PRO,43.46,40.94,"2020-07-13, 05-00-00"
PRO,40.86,41.5,"2020-07-14, 05-00-00"
PRO,42.56,42.98,"2020-07-15, 05-00-00"
PRO,42.71,40.54,"2020-07-16, 05-00-00"
PRO,40.84,41.37,"2020-07-17, 05-00-00"
