symbol,open,close,date
BBD,7.869,7.779,"2019-11-18, 06-00-00"
BBD,7.749,7.739,"2019-11-19, 06-00-00"
BBD,7.699,7.689,"2019-11-20, 06-00-00"
BBD,7.794,7.809,"2019-11-21, 06-00-00"
BBD,7.839,7.919,"2019-11-22, 06-00-00"
BBD,7.919,7.849,"2019-11-25, 06-00-00"
BBD,7.709,7.689,"2019-11-26, 06-00-00"
BBD,7.689,7.769,"2019-11-27, 06-00-00"
BBD,7.739,7.769,"2019-11-29, 06-00-00"
BBD,7.849,7.869,"2019-12-02, 06-00-00"
BBD,7.929,7.919,"2019-12-03, 06-00-00"
BBD,7.969,8.079,"2019-12-04, 06-00-00"
BBD,8.169,8.159,"2019-12-05, 06-00-00"
BBD,8.249,8.199,"2019-12-06, 06-00-00"
BBD,8.089,8.229,"2019-12-09, 06-00-00"
BBD,8.249,8.189,"2019-12-10, 06-00-00"
BBD,8.239,8.159,"2019-12-11, 06-00-00"
BBD,8.239,8.359,"2019-12-12, 06-00-00"
BBD,8.319,8.359,"2019-12-13, 06-00-00"
BBD,8.429,8.329,"2019-12-16, 06-00-00"
BBD,8.329,8.429,"2019-12-17, 06-00-00"
BBD,8.499,8.659,"2019-12-18, 06-00-00"
BBD,8.649,8.789,"2019-12-19, 06-00-00"
BBD,8.629,8.519,"2019-12-20, 06-00-00"
BBD,8.639,8.649,"2019-12-23, 06-00-00"
BBD,8.689,8.669,"2019-12-24, 06-00-00"
BBD,8.759,8.859,"2019-12-26, 06-00-00"
BBD,8.849,8.819,"2019-12-27, 06-00-00"
BBD,8.899,8.869,"2019-12-30, 06-00-00"
BBD,8.819,8.869,"2019-12-31, 06-00-00"
BBD,8.939,9.149,"2020-01-02, 06-00-00"
BBD,9.089,9.169,"2020-01-03, 06-00-00"
BBD,8.909,8.929,"2020-01-06, 06-00-00"
BBD,8.769,8.769,"2020-01-07, 06-00-00"
BBD,8.689,8.629,"2020-01-08, 06-00-00"
BBD,8.479,8.479,"2020-01-09, 06-00-00"
BBD,8.509,8.289,"2020-01-10, 06-00-00"
BBD,8.269,8.269,"2020-01-13, 06-00-00"
BBD,8.229,8.299,"2020-01-14, 06-00-00"
BBD,8.169,8.039,"2020-01-15, 06-00-00"
BBD,8.099,8.159,"2020-01-16, 06-00-00"
BBD,8.349,8.359,"2020-01-17, 06-00-00"
BBD,8.089,7.839,"2020-01-21, 06-00-00"
BBD,7.959,7.939,"2020-01-22, 06-00-00"
BBD,7.989,8.199,"2020-01-23, 06-00-00"
BBD,8.109,8.079,"2020-01-24, 06-00-00"
BBD,7.879,7.839,"2020-01-27, 06-00-00"
BBD,7.889,7.889,"2020-01-28, 06-00-00"
BBD,7.849,7.699,"2020-01-29, 06-00-00"
BBD,7.579,7.729,"2020-01-30, 06-00-00"
BBD,7.599,7.549,"2020-01-31, 06-00-00"
BBD,7.649,7.669,"2020-02-03, 06-00-00"
BBD,7.769,7.679,"2020-02-04, 06-00-00"
BBD,7.909,7.789,"2020-02-05, 06-00-00"
BBD,7.929,7.699,"2020-02-06, 06-00-00"
BBD,7.649,7.719,"2020-02-07, 06-00-00"
BBD,7.689,7.759,"2020-02-10, 06-00-00"
BBD,7.939,7.799,"2020-02-11, 06-00-00"
BBD,7.744,7.689,"2020-02-12, 06-00-00"
BBD,7.579,7.529,"2020-02-13, 06-00-00"
BBD,7.549,7.469,"2020-02-14, 06-00-00"
BBD,7.279,7.239,"2020-02-18, 06-00-00"
BBD,7.309,7.359,"2020-02-19, 06-00-00"
BBD,7.269,7.229,"2020-02-20, 06-00-00"
BBD,7.099,7.159,"2020-02-21, 06-00-00"
BBD,6.879,6.919,"2020-02-24, 06-00-00"
BBD,6.939,6.799,"2020-02-25, 06-00-00"
BBD,6.849,6.709,"2020-02-26, 06-00-00"
BBD,6.659,6.639,"2020-02-27, 06-00-00"
BBD,6.549,6.699,"2020-02-28, 06-00-00"
BBD,6.689,6.809,"2020-03-02, 06-00-00"
BBD,6.689,6.569,"2020-03-03, 06-00-00"
BBD,6.569,6.589,"2020-03-04, 06-00-00"
BBD,6.389,6.309,"2020-03-05, 06-00-00"
BBD,6.089,6.039,"2020-03-06, 06-00-00"
BBD,5.529,5.409,"2020-03-09, 05-00-00"
BBD,5.759,5.709,"2020-03-10, 05-00-00"
BBD,5.599,5.179,"2020-03-11, 05-00-00"
BBD,4.369,4.369,"2020-03-12, 05-00-00"
BBD,5.389,5.119,"2020-03-13, 05-00-00"
BBD,4.409,4.349,"2020-03-16, 05-00-00"
BBD,4.359,4.669,"2020-03-17, 05-00-00"
BBD,4.139,3.869,"2020-03-18, 05-00-00"
BBD,3.769,4.019,"2020-03-19, 05-00-00"
BBD,4.179,3.689,"2020-03-20, 05-00-00"
BBD,3.509,3.319,"2020-03-23, 05-00-00"
BBD,3.659,3.949,"2020-03-24, 05-00-00"
BBD,3.949,4.289,"2020-03-25, 05-00-00"
BBD,4.439,4.379,"2020-03-26, 05-00-00"
BBD,4.069,3.989,"2020-03-27, 05-00-00"
BBD,4.019,4.049,"2020-03-30, 05-00-00"
BBD,4.039,3.979,"2020-03-31, 05-00-00"
BBD,3.699,3.699,"2020-04-01, 05-00-00"
BBD,3.709,3.709,"2020-04-02, 05-00-00"
BBD,3.559,3.469,"2020-04-03, 05-00-00"
BBD,3.869,3.879,"2020-04-06, 05-00-00"
BBD,4.269,4.039,"2020-04-07, 05-00-00"
BBD,4.109,4.299,"2020-04-08, 05-00-00"
BBD,4.399,4.289,"2020-04-09, 05-00-00"
BBD,4.219,4.299,"2020-04-13, 05-00-00"
BBD,4.069,3.969,"2020-04-14, 05-00-00"
BBD,3.779,3.819,"2020-04-15, 05-00-00"
BBD,3.819,3.689,"2020-04-16, 05-00-00"
BBD,3.859,3.769,"2020-04-17, 05-00-00"
BBD,3.659,3.589,"2020-04-20, 05-00-00"
BBD,3.509,3.439,"2020-04-21, 05-00-00"
BBD,3.519,3.519,"2020-04-22, 05-00-00"
BBD,3.569,3.399,"2020-04-23, 05-00-00"
BBD,3.249,3.039,"2020-04-24, 05-00-00"
BBD,3.199,3.159,"2020-04-27, 05-00-00"
BBD,3.409,3.519,"2020-04-28, 05-00-00"
BBD,3.619,3.759,"2020-04-29, 05-00-00"
BBD,3.459,3.439,"2020-04-30, 05-00-00"
BBD,3.299,3.249,"2020-05-01, 05-00-00"
BBD,3.199,3.229,"2020-05-04, 05-00-00"
BBD,3.239,3.189,"2020-05-05, 05-00-00"
BBD,3.119,3.069,"2020-05-06, 05-00-00"
BBD,2.969,2.889,"2020-05-07, 05-00-00"
BBD,2.959,3.099,"2020-05-08, 05-00-00"
BBD,3.059,2.969,"2020-05-11, 05-00-00"
BBD,2.979,2.839,"2020-05-12, 05-00-00"
BBD,2.879,2.789,"2020-05-13, 05-00-00"
BBD,2.709,2.959,"2020-05-14, 05-00-00"
BBD,2.969,2.859,"2020-05-15, 05-00-00"
BBD,3.019,3.029,"2020-05-18, 05-00-00"
BBD,3.029,2.919,"2020-05-19, 05-00-00"
BBD,2.979,3.009,"2020-05-20, 05-00-00"
BBD,3.139,3.229,"2020-05-21, 05-00-00"
BBD,3.229,3.269,"2020-05-22, 05-00-00"
BBD,3.649,3.499,"2020-05-26, 05-00-00"
BBD,3.619,3.609,"2020-05-27, 05-00-00"
BBD,3.589,3.479,"2020-05-28, 05-00-00"
BBD,3.369,3.379,"2020-05-29, 05-00-00"
BBD,3.499,3.559,"2020-06-01, 05-00-00"
BBD,3.719,3.889,"2020-06-02, 05-00-00"
BBD,4.189,4.149,"2020-06-03, 05-00-00"
BBD,4.059,4.179,"2020-06-04, 05-00-00"
BBD,4.569,4.419,"2020-06-05, 05-00-00"
BBD,4.519,4.719,"2020-06-08, 05-00-00"
BBD,4.509,4.579,"2020-06-09, 05-00-00"
BBD,4.649,4.339,"2020-06-10, 05-00-00"
BBD,4.019,3.969,"2020-06-11, 05-00-00"
BBD,4.159,4.189,"2020-06-12, 05-00-00"
BBD,3.939,4.039,"2020-06-15, 05-00-00"
BBD,4.239,4.149,"2020-06-16, 05-00-00"
BBD,4.219,4.149,"2020-06-17, 05-00-00"
BBD,4.049,4.059,"2020-06-18, 05-00-00"
BBD,4.149,4.019,"2020-06-19, 05-00-00"
BBD,4.179,3.989,"2020-06-22, 05-00-00"
