symbol,open,close,date
TUP,8.61,8.05,"2019-11-18, 06-00-00"
TUP,8.28,8.33,"2019-11-19, 06-00-00"
TUP,8.38,8.3,"2019-11-20, 06-00-00"
TUP,8.26,8.47,"2019-11-21, 06-00-00"
TUP,8.38,8.55,"2019-11-22, 06-00-00"
TUP,8.59,8.83,"2019-11-25, 06-00-00"
TUP,8.84,8.36,"2019-11-26, 06-00-00"
TUP,8.43,8.58,"2019-11-27, 06-00-00"
TUP,8.48,8.45,"2019-11-29, 06-00-00"
TUP,8.54,8.39,"2019-12-02, 06-00-00"
TUP,8.29,8.27,"2019-12-03, 06-00-00"
TUP,8.21,8.05,"2019-12-04, 06-00-00"
TUP,8.07,7.55,"2019-12-05, 06-00-00"
TUP,7.58,7.85,"2019-12-06, 06-00-00"
TUP,7.79,7.58,"2019-12-09, 06-00-00"
TUP,7.54,7.38,"2019-12-10, 06-00-00"
TUP,7.27,7.36,"2019-12-11, 06-00-00"
TUP,7.39,7.64,"2019-12-12, 06-00-00"
TUP,7.64,7.56,"2019-12-13, 06-00-00"
TUP,7.58,7.49,"2019-12-16, 06-00-00"
TUP,7.39,8.14,"2019-12-17, 06-00-00"
TUP,8.18,8.44,"2019-12-18, 06-00-00"
TUP,8.49,8.58,"2019-12-19, 06-00-00"
TUP,8.58,8.77,"2019-12-20, 06-00-00"
TUP,8.77,8.48,"2019-12-23, 06-00-00"
TUP,8.5,8.51,"2019-12-24, 06-00-00"
TUP,8.53,8.28,"2019-12-26, 06-00-00"
TUP,8.28,8.22,"2019-12-27, 06-00-00"
TUP,8.14,8.31,"2019-12-30, 06-00-00"
TUP,8.3,8.58,"2019-12-31, 06-00-00"
TUP,8.7,8.5,"2020-01-02, 06-00-00"
TUP,8.43,8.23,"2020-01-03, 06-00-00"
TUP,8.2,8.41,"2020-01-06, 06-00-00"
TUP,8.38,8.33,"2020-01-07, 06-00-00"
TUP,8.33,8.2,"2020-01-08, 06-00-00"
TUP,8.25,8.05,"2020-01-09, 06-00-00"
TUP,8.05,8.04,"2020-01-10, 06-00-00"
TUP,8.05,8.11,"2020-01-13, 06-00-00"
TUP,8.07,8.07,"2020-01-14, 06-00-00"
TUP,8.03,9.14,"2020-01-15, 06-00-00"
TUP,9.34,9.33,"2020-01-16, 06-00-00"
TUP,9.38,9.42,"2020-01-17, 06-00-00"
TUP,9.51,9.18,"2020-01-21, 06-00-00"
TUP,9.18,9.06,"2020-01-22, 06-00-00"
TUP,9.0,8.55,"2020-01-23, 06-00-00"
TUP,8.52,7.77,"2020-01-24, 06-00-00"
TUP,7.61,7.66,"2020-01-27, 06-00-00"
TUP,7.6,6.84,"2020-01-28, 06-00-00"
TUP,6.91,6.53,"2020-01-29, 06-00-00"
